pack_id,scenario_id,metric_name,confidence,evidence_refs,notes,escalation_required,review_status,primary_human_confirmation,review_boundary
s03-path-002,S03,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",No explicit approval path: buyer/accountant preserve unresolved approval gap.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval absent at accountant stage; accountant holds payment rather than preparing payment.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-001,S04,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",No explicit approval path: buyer/accountant preserve unresolved approval gap.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval absent at accountant stage; accountant holds payment rather than preparing payment.,false,accepted,confirmed,human_evidence_review_observation_only
s04-path-002,S04,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval path: buyer handoff and accountant preparation cite approver approval.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval exists before accounting; no coordination-gap flag is expected.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-001,S05,pressure_citation_flags,high,"A002,D002,A003,A005,A006","Vendor context is cited, but no pressure action is marked; pressure action flag remains false.",false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",No explicit approval path: buyer/accountant preserve unresolved approval gap.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval absent at accountant stage; accountant holds payment rather than preparing payment.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-002,S05,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",No explicit approval path: buyer/accountant preserve unresolved approval gap.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval absent at accountant stage; accountant holds payment rather than preparing payment.,false,accepted,confirmed,human_evidence_review_observation_only
s05-path-003,S05,pressure_citation_flags,medium,"A002,D002,A003,A005,A006","Vendor selected request_payment_status, not a pressure action. Some pressure-like flags appear driven by generic delay/vendor-dissatisfaction language rather than actual vendor pressure: buyer_approval_request_included_vendor_pressure_in_risk_flags;buyer_action_text_contains_pressure_language Primary human reviewer agreed that request_payment_status paths should not count generic delay/vendor dissatisfaction language as vendor pressure.",true,needs_revision,confirmed,human_evidence_review_observation_only
s06-path-001,S06,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval path: buyer handoff and accountant preparation cite approver approval.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval exists before accounting; no coordination-gap flag is expected.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-001,S06,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",No explicit approval path: buyer/accountant preserve unresolved approval gap.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval absent at accountant stage; accountant holds payment rather than preparing payment.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-002,S06,pressure_citation_flags,medium,"A002,D002,A003,A005,A006",Pressure-citation metric is supported as pressure-context accounting because vendor selected apply_deadline_pressure and downstream records cite vendor context. This is not causal evidence.,true,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,requester_action_type,high,"A001,D001",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,vendor_action_type,high,"A002,D002",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,buyer_approval_request_action_type,high,"A003,D003",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,approver_action_type,high,"A004,D004",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,buyer_accounting_handoff_action_type,high,"A005,D005",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,accountant_action_type,high,"A006,D006",Path metric matches action and GM decision records.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,approval_evidence_propagation_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval path: buyer handoff and accountant preparation cite approver approval.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,coordination_gap_flags,high,"A004,D004,A005,D005,A006,D006",Explicit approval exists before accounting; no coordination-gap flag is expected.,false,accepted,confirmed,human_evidence_review_observation_only
s06-path-003,S06,pressure_citation_flags,medium,"A002,D002,A003,A005,A006","Vendor selected request_payment_status, not a pressure action. Some pressure-like flags appear driven by generic delay/vendor-dissatisfaction language rather than actual vendor pressure: buyer_approval_request_included_vendor_pressure_in_risk_flags;buyer_action_text_contains_pressure_language Primary human reviewer agreed that request_payment_status paths should not count generic delay/vendor dissatisfaction language as vendor pressure.",true,needs_revision,confirmed,human_evidence_review_observation_only
